"","L61","L62","L63","L64","L65","L66","L67","L68","L69","L70","L71","L72","L73","L74","L75","L76","L77","L78","L79","L80","L1","L2","L3","L4","L5","L6","L7","L8","L9","L10","L11","L12","L13","L14","L15","L16","L17","L18","L19","L20"
"2-Hydroxy-3-(4-hydroxyphenyl)propenoic acid"," 0.316566807"," 0.289453542"," 0.077155719","-0.010587901","-0.296346946","-0.298832388","-0.007759495"," 0.486769914","-0.337369284","-0.309559513"," 0.115327016"," 0.013071325","-0.319954575"," 0.507526455"," 0.246499449","-0.333980396","-0.141671352","-0.064675519","-0.326809688","-0.304786425"," 0.061841083","-0.021935750","-0.003201611"," 0.130945800"," 0.063145655"," 0.052544628","-0.253740834"," 0.040269252"," 0.360855981"," 0.066638575","-0.116184078"," 0.295416291"," 0.412352361","-0.230576628","-0.193103330"," 0.304995192"," 0.045642087"," 0.561351036","-0.438648964","-0.438643488"
"2-Keto-6-acetamidocaproate"," 0.126988070"," 0.176162856"," 0.186851626"," 0.035997585","-0.037188676"," 0.033890458"," 0.122254765"," 0.304228593"," 0.026893347","-0.003662635"," 0.185928448"," 0.042105527","-0.094397859"," 0.007952471"," 0.109034928"," 0.051803399","-0.082912729"," 0.439498175"," 0.158684868"," 0.176413150"," 0.851667018","-0.148332255","-0.148332982","-0.148328913","-0.148332344","-0.148325550","-0.148322492","-0.148330200","-0.148328123","-0.148321563","-0.148330448","-0.148322571","-0.148324806","-0.148328161","-0.148322327","-0.148330398","-0.148322883","-0.148319412","-0.148319746","-0.148318211"
"Benzeneacetonitrile","-0.20340939","-0.26307939","-0.18996032","-0.22081443","-0.26540817","-0.22493334","-0.04540324","-0.26227594","-0.19623179","-0.24381427","-0.26118703","-0.25941259","-0.21666985","-0.24142095","-0.22517230","-0.08568798","-0.18889688","-0.27794911","-0.12899631","-0.26012134"," 0.53894080","-0.19899564","-0.20287782"," 0.60146916"," 0.54446706"," 0.46519952"," 0.59753990","-0.18446937","-0.23196113"," 0.20847518"," 0.39753836"," 0.54679175"," 0.71054339"," 0.37283978","-0.23783130"," 0.31731367","-0.25358231"," 0.23127599","-0.28945661"," 0.32762428"
"Sulfolithocholylglycine","-0.019069873","-0.083132221","-0.056925821"," 0.863394490","-0.046059914","-0.009000024","-0.083151480","-0.020502482","-0.051694623","-0.086534908","-0.124371223","-0.104617411"," 0.004731496","-0.059728472","-0.055033777","-0.100898733","-0.039758340","-0.113824637","-0.082684648","-0.091209317","-0.090988479","-0.133681780"," 0.091592354","-0.136605510"," 0.094304698","-0.121943173"," 0.003685503"," 0.013514577"," 0.063646066"," 0.001466227"," 0.090774743"," 0.187325765","-0.034797564"," 0.181898197"," 0.068268724"," 0.056366703"," 0.189491340","-0.130574276"," 0.010745181","-0.044417376"
"(R)-3-Ureidoisobutyrate"," 0.83593349"," 0.79501688"," 0.49468853"," 0.68151867"," 0.18918957"," 0.03175160"," 0.14527123"," 0.25253665"," 0.09957664"," 0.01739553"," 0.02562247","-0.09561252","-0.14808553","-0.14600221","-0.09462625","-0.11321874","-0.09039925","-0.11491917","-0.15587743","-0.15268455","-0.13805258","-0.12276299","-0.13143722","-0.14719104","-0.15085393","-0.07941214","-0.13609018","-0.15529149","-0.12571931","-0.14554851","-0.14171319","-0.10213380","-0.15223505","-0.08483757","-0.05626132","-0.06065041","-0.10068940","-0.09806269","-0.16406651","-0.16406628"
"3-Methoxytyramine"," 0.05611367"," 0.23074948"," 0.15035526","-0.08481910"," 0.09233427","-0.15470220","-0.04090930"," 0.19437753","-0.19594515","-0.25127578","-0.16088804"," 0.05317698","-0.15939168","-0.01648858"," 0.11769436","-0.03848622"," 0.01935527"," 0.12973008","-0.12010998","-0.19829833","-0.17816256","-0.20348295","-0.18540275"," 0.14919712","-0.11737350","-0.12376776","-0.17695764","-0.22688251"," 0.02004286"," 0.29946279"," 0.08327234"," 0.36268627"," 0.11842258"," 0.20541393","-0.13425053","-0.10159015","-0.19174499"," 0.05843844","-0.02861772"," 0.74872422"
"3-Dehydro-2-deoxyecdysone"," 0.054984245"," 0.032074777"," 0.035448189"," 0.018667265","-0.035257386","-0.005902133"," 0.067540361","-0.032404823"," 0.062225186"," 0.008264235","-0.009917432","-0.103461521"," 0.159705518"," 0.069715099","-0.061165969","-0.116015446"," 0.021245820","-0.015617847"," 0.161673868"," 0.014454015","-0.041521421"," 0.015561371","-0.057950320","-0.074050462"," 0.883984554","-0.051980993","-0.012389622","-0.084946156","-0.031150521","-0.095386381","-0.037114625","-0.044118706","-0.108839532","-0.088479579","-0.070822993","-0.079621294","-0.058030335","-0.075878665","-0.102174293","-0.111346046"
"N-Alpha-acetyllysine"," 0.2364137588"," 0.0926291582"," 0.0154784656","-0.0542098325"," 0.1070845537"," 0.0826615170"," 0.2688706984"," 0.0365050801","-0.1231413678"," 0.2046528040","-0.1391922130"," 0.0905901372"," 0.0009637553","-0.2150011147"," 0.4266153676"," 0.2909883657"," 0.0458846608","-0.0011546659","-0.1560438882","-0.0263972268","-0.0481495909"," 0.0267726051"," 0.1061269358","-0.1855560657"," 0.1152381917","-0.0899638058","-0.2323060566"," 0.0716634980","-0.2638625855","-0.3405060913"," 0.0490150993"," 0.0515732353","-0.3665123116","-0.3708539708","-0.0503234660"," 0.0963203137","-0.2297712382"," 0.1492872612","-0.3015360002"," 0.6291460292"
"L-Leucine","-0.0656262848","-0.2295321637","-0.2137325373","-0.0320683135","-0.3021482779","-0.1642740980","-0.1523224960","-0.4081577424","-0.4037640076","-0.1748009115","-0.4107610082","-0.0923537727","-0.2668041485","-0.3525456678","-0.3384154469","-0.1990373265","-0.0992716186","-0.3332555514","-0.3961742242","-0.1638412749"," 0.0709553262","-0.0454797071","-0.0203724844"," 0.0001982837"," 0.2297082592"," 0.1062137668"," 0.5129119898"," 0.5892389918"," 0.0007693592"," 0.1167129977"," 0.1402454994"," 0.4624369753"," 0.1713227981"," 0.1935393219"," 0.4349697926"," 0.5593001817"," 0.4592019503"," 0.2164379536"," 0.0615486129"," 0.5390270039"
"Betaine"," 0.015423246","-0.028873207","-0.178170084","-0.036956340","-0.291977466","-0.127363962","-0.255755694","-0.222748136","-0.160633679","-0.223821464","-0.015792459","-0.145792591","-0.102362010","-0.356031617","-0.195160487","-0.069904383","-0.035402594","-0.223261860","-0.208896284","-0.283554075","-0.183894387","-0.039116868","-0.120350195","-0.101928435","-0.004353506","-0.028455416"," 0.340504388","-0.084924765"," 0.643968383"," 0.213864240"," 0.043987512"," 0.319458939"," 0.127904524"," 0.152637144"," 0.294120955"," 0.164594964"," 0.392035858"," 0.403929719"," 0.277292681"," 0.335759411"
"L-Valine"," 0.05421001"," 0.03579219"," 0.02862731"," 0.07306393"," 0.63856398"," 0.14690370"," 0.05676120","-0.04917976","-0.06302270"," 0.10524864","-0.32656931"," 0.19571696"," 0.14200106"," 0.11678760"," 0.12643800"," 0.36706854"," 0.44549349"," 0.23910734"," 0.19480241"," 0.49959876"," 0.18671505","-0.10761957","-0.18789303","-0.06588411","-0.10277504","-0.12947043","-0.16794428","-0.15222084","-0.36143602","-0.11150775","-0.19263278","-0.15610489","-0.23142808","-0.27030509","-0.06279448","-0.17536557","-0.08257268","-0.14333242","-0.26930055","-0.24354080"
"Riboflavin"," 0.0062210804"," 0.1463982322"," 0.1132217528"," 0.0018081074"," 0.6442076004"," 0.5631328739"," 0.0912442752","-0.1191293791","-0.1580894444","-0.2375819944","-0.2494994384"," 0.3125358807"," 0.2327165056","-0.0909418126"," 0.1998027327"," 0.1837634162"," 0.2179671419","-0.2533935936","-0.3124673613","-0.2067638826"," 0.0397993868","-0.0301231730","-0.0751925111","-0.1914131842","-0.1525640835","-0.0515580611"," 0.1126729866","-0.1243467457","-0.1164517189"," 0.1473334273","-0.0054363321"," 0.0606528314","-0.3557923996","-0.1608659643"," 0.0294192516","-0.1627222809","-0.0451714178"," 0.0166307166","-0.0208867295"," 0.0008633087"
"N,N-Dimethyl-1,4-phenylenediamine","-0.020017461","-0.118159779","-0.030144371","-0.089282265","-0.080156639","-0.150778516","-0.004248353"," 0.150335867"," 0.056648345","-0.144728805","-0.030553684","-0.037433825","-0.065137537"," 0.058506264"," 0.155337944","-0.025113692","-0.158139639","-0.095222962","-0.192508656","-0.180549292"," 0.482520904","-0.117047676"," 0.005071715"," 0.435297953","-0.101176873","-0.031460017"," 0.807491344","-0.134092005","-0.116112165","-0.088517702"," 0.042916842","-0.058698104","-0.023308199","-0.066268923"," 0.006238508"," 0.051006007","-0.156264828","-0.139003218","-0.086031564"," 0.288785057"
"S-Adenosylmethionine"," 0.127443190","-0.061100098"," 0.405317614","-0.203194907"," 0.746822210"," 0.657027199"," 0.089541354","-0.205078389"," 0.001329715"," 0.242394176","-0.091130775"," 0.130659983"," 0.298543703"," 0.086846162"," 0.188624173"," 0.186664936"," 0.125434413","-0.112956662","-0.182980429","-0.023725893"," 0.019306232","-0.002465607","-0.100107503","-0.137144865","-0.136995533","-0.034706395"," 0.002123178","-0.195436570","-0.125242999","-0.123415747","-0.084646331","-0.052175870","-0.087699399","-0.210917024","-0.101904020","-0.194623573","-0.153446775","-0.252577784","-0.181227300","-0.253177790"
"Uracil","-0.0005864373"," 0.0052739971","-0.0372444526"," 0.0108874394","-0.0738038831","-0.0671816086"," 0.1504729770","-0.0988586295"," 0.1030277634"," 0.0257995103","-0.1840536507","-0.0312519936","-0.1803151653","-0.2879344504","-0.0864924973","-0.1990442971","-0.1346617731"," 0.1072368264","-0.2085098173","-0.2395734259","-0.1571491680","-0.2294401002","-0.0178034386","-0.0640288872","-0.0977356907"," 0.0790313024"," 0.0521342694"," 0.2060778309","-0.0807664528"," 0.6825113519","-0.0214625958","-0.0689288645","-0.0557190437","-0.0266199531"," 0.0568407323"," 0.0169445906"," 0.7120655496"," 0.0492408183"," 0.1284980569"," 0.2631232604"
"Sphinganine","-0.11900524","-0.12138603","-0.12254540","-0.12287337","-0.12536178","-0.11807954","-0.12157652","-0.11769998","-0.11926886","-0.11853077","-0.11949938","-0.12230448","-0.12574437","-0.12531469","-0.12405618","-0.12641048","-0.12598432","-0.12837066","-0.12799585","-0.12457653"," 0.04650996","-0.11681089"," 0.15404115","-0.10122488"," 0.19928221"," 0.25238702"," 0.33627028","-0.09044881"," 0.57833899","-0.07865233","-0.09239790","-0.07729934","-0.03527240","-0.07903467"," 0.42721188","-0.08731058"," 0.63518347","-0.13305677"," 0.85943402","-0.14056598"
"3-Amino-4-hydroxybenzoate"," 0.023579062"," 0.116296668"," 0.103763466"," 0.082290428"," 0.059637020"," 0.204921940","-0.420128884"," 0.194959685","-0.002537575"," 0.190904005"," 0.180833578"," 0.157230516"," 0.257682532"," 0.278639537"," 0.367961576"," 0.215073577"," 0.290100966"," 0.175916955"," 0.085610407"," 0.288790497","-0.191940058","-0.125458378","-0.198620237","-0.069909782","-0.134379084","-0.194684772","-0.014763980","-0.355586743","-0.296422963","-0.060019209","-0.314092662","-0.250377814","-0.251949138","-0.267221969","-0.287630909","-0.203643524","-0.269441215","-0.025504431"," 0.080249794"," 0.579871116"
"Diacetyl"," 0.28655465"," 0.43522183"," 0.31940812"," 0.41914359"," 0.25970725"," 0.66287227"," 0.24741951","-0.27492905"," 0.26194597"," 0.35556301"," 0.19594080"," 0.23088517"," 0.20070333"," 0.45195750"," 0.28855292","-0.25529197"," 0.13091576"," 0.17152366"," 0.05878587"," 0.12344985","-0.16505597","-0.16990191","-0.23183044","-0.25480565","-0.21816356","-0.20309056","-0.19344744","-0.23862753","-0.26922432","-0.03179306","-0.23746057","-0.27551995","-0.29463428","-0.30627537","-0.27898821","-0.26350158","-0.10742051","-0.19641228","-0.33712773","-0.29704911"
"Acetylcysteine","-0.16039803","-0.04516685","-0.12054870","-0.14814016","-0.15098997","-0.14815157","-0.11443735","-0.06184710","-0.13988122","-0.08418265","-0.12075389","-0.17373320","-0.16816826","-0.12677323","-0.14365845","-0.16060317","-0.16725125","-0.19038214","-0.23376983","-0.21205892","-0.18246768","-0.03118356","-0.10354920"," 0.00965315","-0.07347727"," 0.08452739"," 0.12989041"," 0.08351037"," 0.20616371"," 0.24395264"," 0.11718597"," 0.26093135"," 0.09742502"," 0.15249859"," 0.34498954"," 0.17014735"," 0.15206429"," 0.23362923"," 0.20877448"," 0.76623017"
"4,5-Dihydroorotic acid","-0.025571971","-0.024205472","-0.028094614","-0.030052204","-0.026925955","-0.025668661","-0.027800194","-0.034432970","-0.035034821","-0.026340310","-0.039057192","-0.035427418","-0.036710065","-0.036381024","-0.035419174","-0.031705414","-0.037449900","-0.041582899","-0.041253030","-0.033981309","-0.026938124"," 0.008018781"," 0.603154256","-0.054772974","-0.054772991","-0.054772958","-0.054772943","-0.054772980","-0.054772970","-0.054772938","-0.054772981","-0.054772943","-0.054772954","-0.054772970","-0.054772942","-0.054772981","-0.054772945","-0.054772928","-0.054772929"," 0.945227009"
"D-Ribose","-0.098772328","-0.080961727","-0.206185821","-0.075689682","-0.176904954","-0.280578493"," 0.130064840"," 0.143673580"," 0.003633955","-0.023873742"," 0.098214352","-0.148428997","-0.224240783","-0.149193943","-0.097200963","-0.190093079","-0.170088872","-0.125321501","-0.242852303","-0.217820447","-0.022067774","-0.151993381"," 0.074243951"," 0.147399791","-0.108412028"," 0.076575641"," 0.034082326","-0.196161825"," 0.167025875","-0.030512386","-0.170390686"," 0.500250632"," 0.719421507"," 0.252837428"," 0.455404252"," 0.036695637"," 0.038649786","-0.067475687","-0.150373225"," 0.527421072"
"Phenylacetaldehyde"," 0.046480306","-0.415724498","-0.115713779","-0.055611507","-0.231154304","-0.008316195","-0.383659984","-0.457458038","-0.041007396","-0.186736991","-0.253226786","-0.408214985","-0.186865369","-0.218998695","-0.156850914","-0.080794319"," 0.097174722","-0.375698244","-0.065381771","-0.123628526"," 0.014494904"," 0.049278739"," 0.064286985","-0.089219942"," 0.192726725"," 0.129489115"," 0.251463608"," 0.252832838","-0.008988108"," 0.031275775"," 0.279889136"," 0.488544252"," 0.542541962"," 0.207873628"," 0.093839087"," 0.524720199"," 0.112525000"," 0.200656647","-0.106246316"," 0.389403039"
"Indican","-0.31736363","-0.08856091","-0.27007867","-0.24793075","-0.26506841","-0.31473695","-0.13982931","-0.22082035","-0.32231349","-0.18786128","-0.17749679","-0.32337014","-0.08501033","-0.11812530","-0.09026545","-0.14034421","-0.12594855","-0.23252573","-0.39138229","-0.15068995","-0.15430570"," 0.09450510","-0.10370096"," 0.20267187"," 0.17783653"," 0.28667761"," 0.51036023"," 0.24585172"," 0.24639072"," 0.60861771"," 0.31190044"," 0.33408403"," 0.19684061"," 0.18613346"," 0.47829001"," 0.04357265"," 0.41578241"," 0.32118281"," 0.03203803","-0.22500680"
"2-Heptanone"," 0.69971429"," 0.52437543"," 0.78423758","-0.05035550","-0.03788100","-0.01168875","-0.02023035","-0.02362957"," 0.67043740","-0.01175666","-0.06091077","-0.06422893"," 0.48519267","-0.05867253","-0.05290725"," 0.57506902"," 0.44306654","-0.09535758"," 0.23005385"," 0.39059976","-0.21576242","-0.21575955","-0.21575995","-0.21575770","-0.21575960","-0.21575583","-0.21575414","-0.21575841","-0.21575726","-0.21575362","-0.21575855","-0.21575418","-0.21575542","-0.21575728","-0.21575405","-0.21575852","-0.21575435","-0.21575243","-0.21575261","-0.21575176"
"Diaminopimelic acid"," 0.65704503"," 0.35368670"," 0.42471274"," 0.47809146"," 0.20310853"," 0.03039783"," 0.68814755"," 0.07249551"," 0.08504353"," 0.25374011"," 0.20926052"," 0.08452413"," 0.01102155"," 0.10226930"," 0.17803973"," 0.07697441"," 0.33393824"," 0.39108224","-0.08014405","-0.06110311"," 0.72537982","-0.27461979","-0.27462018","-0.27461799","-0.27461984","-0.27461618","-0.27461454","-0.27461869","-0.27461757","-0.27461404","-0.27461882","-0.27461458","-0.27461578","-0.27461759","-0.27461445","-0.27461879","-0.27461475","-0.27461288","-0.27461306","-0.27461224"
"L-Kynurenine","-5.379086e-02","-7.879874e-02","-7.327283e-02","-5.451686e-02","-7.273751e-02","-1.170736e-01","-4.197293e-02"," 1.519659e-02","-3.096271e-02","-9.818182e-02","-5.354301e-02","-8.086919e-02","-7.656418e-02","-4.354018e-02"," 3.838274e-02","-7.722258e-03","-6.571262e-02","-5.935631e-02","-9.133957e-02","-9.328950e-02"," 1.629009e-02","-7.000879e-02"," 7.421431e-05"," 8.831086e-03"," 1.556078e-02"," 2.151095e-02","-9.000219e-02","-8.405973e-03","-3.228151e-02","-4.753049e-02"," 7.366111e-02"," 2.277743e-02"," 6.927340e-02"," 5.337585e-02"," 7.132845e-02"," 1.829758e-01","-3.359234e-02"," 4.732846e-03","-1.831696e-03"," 8.829264e-01"
"1-Methyladenosine","-0.33663204","-0.36662305","-0.35440841","-0.34789065","-0.33843203"," 0.02960300","-0.38738446","-0.09365200","-0.26624754","-0.30051081","-0.02422784","-0.27538277"," 0.25811519","-0.30309771"," 0.17251282"," 0.37589735","-0.03260352","-0.09508592"," 0.28324817"," 0.11663665"," 0.31054297","-0.02642713"," 0.04701361"," 0.26859459"," 0.14082167","-0.30387062"," 0.12742339"," 0.19279442"," 0.20481209"," 0.42403765"," 0.55615256"," 0.24841344","-0.15777984"," 0.13596541"," 0.52135948","-0.28220740"," 0.50077754","-0.14979303","-0.02861778","-0.44384744"
"3-Indoleacetonitrile"," 0.188921387"," 0.113361728","-0.067532391","-0.035364814","-0.097595911","-0.022135671","-0.152989215","-0.056121758","-0.083086212"," 0.022470626","-0.045083961","-0.058748500","-0.233157989","-0.030300588"," 0.057556899","-0.233196552","-0.176954500"," 0.072696883"," 0.086570614","-0.156670793","-0.181026193"," 0.168480159"," 0.420858260","-0.352966998","-0.239562450","-0.043233293","-0.197398217"," 0.254404120"," 0.131766675"," 0.052285546"," 0.329271108","-0.102114104"," 0.003817975"," 0.242450027"," 0.055351925","-0.104365587","-0.150365964","-0.356234155"," 0.332176041"," 0.643765845"
"beta-Alanine"," 0.24128529"," 0.50928721"," 0.33186467"," 0.28807045"," 0.11204327"," 0.29419414"," 0.09385450"," 0.17527376"," 0.06078663"," 0.12480125","-0.09125131","-0.26254174","-0.22839974","-0.07862582","-0.17885084","-0.29417586","-0.37240752","-0.05919482","-0.41533101","-0.43851088","-0.32644143","-0.24581758","-0.18815162","-0.18938338"," 0.12407236","-0.11305394"," 0.10615331"," 0.13045949","-0.07927483"," 0.01150756","-0.16068327"," 0.02486207","-0.11271329"," 0.23111416"," 0.56148912"," 0.53169812"," 0.03701285","-0.01117188","-0.17958798"," 0.03573856"
"Porphobilinogen","-0.113110442"," 0.092826752","-0.152924696"," 0.009841355","-0.032441790"," 0.132504253","-0.188099366","-0.093669442","-0.114400785","-0.195265842","-0.231081452","-0.096418548","-0.151073833","-0.221162415","-0.110530894","-0.205614592","-0.230768498","-0.262614025","-0.295154869","-0.291809466","-0.027518290"," 0.070336662"," 0.028001835"," 0.048662778","-0.096022153"," 0.108899538"," 0.139135791"," 0.033828540"," 0.278039060"," 0.173346726","-0.048277446"," 0.153284826"," 0.704845131"," 0.245407616"," 0.148729148"," 0.119311841"," 0.116262816"," 0.190065900"," 0.228795400"," 0.135832873"
"2,3-Butanediol","-0.34919273"," 0.57316318"," 0.41734336"," 0.35798126"," 0.25093175"," 0.40362617","-0.14501882"," 0.64079460"," 0.31993916"," 0.33281290"," 0.15008508"," 0.45226881","-0.22423404"," 0.25625366"," 0.29448458","-0.35920540"," 0.10261297"," 0.14450087"," 0.06654280"," 0.12958201","-0.12768307","-0.20085131","-0.17225416","-0.17691545","-0.03163053","-0.19581805","-0.17924775","-0.14828817","-0.25412968","-0.23293401","-0.14250792","-0.25318399","-0.23880992","-0.13599809","-0.22996451","-0.26188613","-0.19704084","-0.12166677","-0.28042272","-0.23403909"
